fiscal_year,program_area_name,organization_type,award_status,cnt_award_status,state_code,state_name
2007,Small Business Innovation Research Program,Private For-Profit,awarded,1,FL,FLORIDA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,5,GA,GEORGIA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,5,HI,HAWAII
2007,Small Business Innovation Research Program,Private For-Profit,awarded,4,IA,IOWA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,4,IL,ILLINOIS
2007,Small Business Innovation Research Program,Private For-Profit,awarded,6,IN,INDIANA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,1,KS,KANSAS
2007,Small Business Innovation Research Program,Private For-Profit,awarded,1,KY,KENTUCKY
2007,Small Business Innovation Research Program,Private For-Profit,awarded,1,LA,LOUISIANA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,6,MA,MASSACHUSETTS
2007,Small Business Innovation Research Program,Private For-Profit,awarded,6,MD,MARYLAND
2007,Small Business Innovation Research Program,Private For-Profit,awarded,5,ME,MAINE
2007,Small Business Innovation Research Program,Private For-Profit,awarded,3,MI,MICHIGAN
2007,Small Business Innovation Research Program,Private For-Profit,awarded,2,MN,MINNESOTA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,3,MO,MISSOURI
2007,Small Business Innovation Research Program,Private For-Profit,awarded,1,MT,MONTANA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,1,NC,NORTH CAROLINA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,1,ND,NORTH DAKOTA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,1,NH,NEW HAMPSHIRE
2007,Small Business Innovation Research Program,Private For-Profit,awarded,2,NJ,NEW JERSEY
2007,Small Business Innovation Research Program,Private For-Profit,awarded,3,NM,NEW MEXICO
2007,Small Business Innovation Research Program,Private For-Profit,awarded,1,NV,NEVADA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,8,NY,NEW YORK
2007,Small Business Innovation Research Program,Private For-Profit,awarded,2,OH,OHIO
2007,Small Business Innovation Research Program,Private For-Profit,awarded,1,OK,OKLAHOMA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,2,OR,OREGON
2007,Small Business Innovation Research Program,Private For-Profit,awarded,4,PA,PENNSYLVANIA
2007,Small Business Innovation Research Program,Private For-Profit,awarded,2,TN,TENNESSEE
2007,Small Business Innovation Research Program,Private For-Profit,awarded,4,TX,TEXAS
2007,Small Business Innovation Research Program,Private For-Profit,awarded,4,WA,WASHINGTON
2007,Small Business Innovation Research Program,Private For-Profit,awarded,3,WI,WISCONSIN
2007,Small Business Innovation Research Program,Private For-Profit,awarded,1,WY,WYOMING
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,AL,ALABAMA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,5,AR,ARKANSAS
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,3,AZ,ARIZONA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,19,CA,CALIFORNIA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,17,CO,COLORADO
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,5,CT,CONNECTICUT
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,4,DE,DELAWARE
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,2,GA,GEORGIA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,HI,HAWAII
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,IA,IOWA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,2,ID,IDAHO
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,2,IL,ILLINOIS
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,KS,KANSAS
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,KY,KENTUCKY
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,LA,LOUISIANA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,12,MA,MASSACHUSETTS
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,3,MD,MARYLAND
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,3,ME,MAINE
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,MI,MICHIGAN
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,4,MN,MINNESOTA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,MO,MISSOURI
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,4,MT,MONTANA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,4,NC,NORTH CAROLINA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,4,NH,NEW HAMPSHIRE
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,NJ,NEW JERSEY
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,NM,NEW MEXICO
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,7,NY,NEW YORK
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,5,OH,OHIO
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,OK,OKLAHOMA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,7,PA,PENNSYLVANIA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,2,PR,PUERTO RICO
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,SC,SOUTH CAROLINA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,12,TX,TEXAS
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,3,UT,UTAH
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,5,VA,VIRGINIA
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,VT,VERMONT
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,4,WA,WASHINGTON
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,8,WI,WISCONSIN
2007,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,WV,WEST VIRGINIA
2007,Small Business Innovation Research Program,USDA Agency,not-awarded,1,MD,MARYLAND
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,AK,ALASKA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,AL,ALABAMA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,8,AZ,ARIZONA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,CA,CALIFORNIA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,CO,COLORADO
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,CT,CONNECTICUT
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,DE,DELAWARE
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,6,FL,FLORIDA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,GA,GEORGIA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,GU,GUAM
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,HI,HAWAII
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,IA,IOWA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,6,ID,IDAHO
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,IL,ILLINOIS
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,IN,INDIANA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,KS,KANSAS
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,KY,KENTUCKY
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,LA,LOUISIANA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,MA,MASSACHUSETTS
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,MD,MARYLAND
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,5,MI,MICHIGAN
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,MN,MINNESOTA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,MO,MISSOURI
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,MS,MISSISSIPPI
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,5,MT,MONTANA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,NC,NORTH CAROLINA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,ND,NORTH DAKOTA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,NE,NEBRASKA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,NH,NEW HAMPSHIRE
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,NJ,NEW JERSEY
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,NM,NEW MEXICO
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,NV,NEVADA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,NY,NEW YORK
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,OH,OHIO
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,OK,OKLAHOMA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,OR,OREGON
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,PA,PENNSYLVANIA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,PR,PUERTO RICO
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,SC,SOUTH CAROLINA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,SD,SOUTH DAKOTA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,TN,TENNESSEE
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,TX,TEXAS
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,UT,UTAH
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,VA,VIRGINIA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,VI,VIRGIN ISLANDS OF THE U.S.
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,VT,VERMONT
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,WA,WASHINGTON
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,WI,WISCONSIN
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,WV,WEST VIRGINIA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,WY,WYOMING
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,AL,ALABAMA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,4,AZ,ARIZONA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,CA,CALIFORNIA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,FL,FLORIDA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,2,IA,IOWA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,2,IN,INDIANA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,KY,KENTUCKY
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,LA,LOUISIANA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,3,ME,MAINE
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,MI,MICHIGAN
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,MN,MINNESOTA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,MO,MISSOURI
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,2,NC,NORTH CAROLINA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,NE,NEBRASKA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,NM,NEW MEXICO
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,NY,NEW YORK
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,OH,OHIO
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,OR,OREGON
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,SD,SOUTH DAKOTA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,TX,TEXAS
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,UT,UTAH
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,VT,VERMONT
2007,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,3,WA,WASHINGTON
2007,"Smith-Lever 3B, 3C, and 3D Programs",1890 Land-Grant University (incl Tuskegee),not-awarded,1,NC,NORTH CAROLINA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1890 Land-Grant University (incl Tuskegee),not-awarded,1,OK,OKLAHOMA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1890 Land-Grant University (incl Tuskegee),not-awarded,1,TN,TENNESSEE
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,2,AZ,ARIZONA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,1,KS,KANSAS
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,1,MI,MICHIGAN
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,3,MN,MINNESOTA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,9,MT,MONTANA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,9,ND,NORTH DAKOTA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,2,NE,NEBRASKA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,3,NM,NEW MEXICO
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,2,SD,SOUTH DAKOTA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,2,WA,WASHINGTON
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,3,WI,WISCONSIN
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,not-awarded,1,KS,KANSAS
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,not-awarded,3,MT,MONTANA
2007,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,not-awarded,1,ND,NORTH DAKOTA
2007,"Smith-Lever 3B, 3C, and 3D Programs",Other,not-awarded,1,HI,HAWAII
2007,"Smith-Lever 3B, 3C, and 3D Programs",Other,not-awarded,1,PA,PENNSYLVANIA
2007,"Smith-Lever 3B, 3C, and 3D Programs",Private University or College,not-awarded,2,NY,NEW YORK
2007,Special Research Grants Program,1862 Land-Grant University,awarded,3,CA,CALIFORNIA
2007,Special Research Grants Program,1862 Land-Grant University,awarded,1,FL,FLORIDA
2007,Special Research Grants Program,1862 Land-Grant University,awarded,1,LA,LOUISIANA
2007,Special Research Grants Program,1862 Land-Grant University,awarded,1,MI,MICHIGAN
2007,Special Research Grants Program,1862 Land-Grant University,awarded,2,NC,NORTH CAROLINA
2007,Special Research Grants Program,1862 Land-Grant University,awarded,1,NJ,NEW JERSEY
2007,Special Research Grants Program,1862 Land-Grant University,awarded,2,NY,NEW YORK
2007,Special Research Grants Program,1862 Land-Grant University,awarded,1,OK,OKLAHOMA
2007,Special Research Grants Program,1862 Land-Grant University,awarded,1,VA,VIRGINIA
2007,Special Research Grants Program,1862 Land-Grant University,awarded,1,WA,WASHINGTON
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,CA,CALIFORNIA
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,CO,COLORADO
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,GA,GEORGIA
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,HI,HAWAII
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,ID,IDAHO
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,IN,INDIANA
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,2,KS,KANSAS
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,MA,MASSACHUSETTS
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,MD,MARYLAND
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,ME,MAINE
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,5,MI,MICHIGAN
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,MN,MINNESOTA
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,3,MT,MONTANA
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,2,NC,NORTH CAROLINA
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,3,NJ,NEW JERSEY
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,NM,NEW MEXICO
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,4,NY,NEW YORK
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,OK,OKLAHOMA
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,OR,OREGON
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,PA,PENNSYLVANIA
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,TN,TENNESSEE
2007,Special Research Grants Program,1862 Land-Grant University,not-awarded,2,WA,WASHINGTON
2007,Special Research Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,1,DE,DELAWARE
2007,Special Research Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,1,GA,GEORGIA
2007,Special Research Grants Program,Individual,not-awarded,1,TN,TENNESSEE
2007,Special Research Grants Program,Non Land-Grant Public University or College,not-awarded,1,CA,CALIFORNIA
2007,Special Research Grants Program,Non Land-Grant Public University or College,not-awarded,1,OH,OHIO
2007,Special Research Grants Program,Private University or College,not-awarded,1,NY,NEW YORK
2007,Special Research Grants Program,"State, Local, or Tribal Government",not-awarded,2,CT,CONNECTICUT
2007,Special Research Grants Program,USDA Agency,not-awarded,1,CA,CALIFORNIA
2007,Tribal Colleges Education Equity Grants Program,1994 Land-Grant University,awarded,2,AZ,ARIZONA
2007,Tribal Colleges Education Equity Grants Program,1994 Land-Grant University,awarded,1,KS,KANSAS
2007,Tribal Colleges Education Equity Grants Program,1994 Land-Grant University,awarded,2,MI,MICHIGAN
2007,Tribal Colleges Education Equity Grants Program,1994 Land-Grant University,awarded,2,MN,MINNESOTA
2007,Tribal Colleges Education Equity Grants Program,1994 Land-Grant University,awarded,7,MT,MONTANA
2007,Tribal Colleges Education Equity Grants Program,1994 Land-Grant University,awarded,5,ND,NORTH DAKOTA
2007,Tribal Colleges Education Equity Grants Program,1994 Land-Grant University,awarded,2,NE,NEBRASKA
2007,Tribal Colleges Education Equity Grants Program,1994 Land-Grant University,awarded,2,NM,NEW MEXICO
2007,Tribal Colleges Education Equity Grants Program,1994 Land-Grant University,awarded,3,SD,SOUTH DAKOTA
2007,Tribal Colleges Education Equity Grants Program,1994 Land-Grant University,awarded,1,WA,WASHINGTON
2007,Tribal Colleges Education Equity Grants Program,1994 Land-Grant University,awarded,2,WI,WISCONSIN
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,awarded,1,MI,MICHIGAN
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,awarded,1,MN,MINNESOTA
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,awarded,4,MT,MONTANA
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,awarded,2,ND,NORTH DAKOTA
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,awarded,1,NE,NEBRASKA
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,awarded,1,NM,NEW MEXICO
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,awarded,1,WA,WASHINGTON
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,awarded,1,WI,WISCONSIN
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,not-awarded,1,KS,KANSAS
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,not-awarded,1,MT,MONTANA
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,not-awarded,1,ND,NORTH DAKOTA
2007,Tribal Colleges Research Grants Program,1994 Land-Grant University,not-awarded,1,WA,WASHINGTON
2008,1890 Capacity Building Grants Program,1862 Land-Grant University,not-awarded,1,TN,TENNESSEE
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,6,AL,ALABAMA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,3,AR,ARKANSAS
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,3,DE,DELAWARE
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,4,FL,FLORIDA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,2,GA,GEORGIA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,3,KY,KENTUCKY
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,4,LA,LOUISIANA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,3,MD,MARYLAND
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,3,MO,MISSOURI
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,1,MS,MISSISSIPPI
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,3,NC,NORTH CAROLINA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,2,OK,OKLAHOMA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,1,SC,SOUTH CAROLINA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,3,TN,TENNESSEE
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,2,TX,TEXAS
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,1,VA,VIRGINIA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,8,AL,ALABAMA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,4,AR,ARKANSAS
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,4,DE,DELAWARE
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,4,FL,FLORIDA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,2,GA,GEORGIA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,4,KY,KENTUCKY
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,4,LA,LOUISIANA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,4,MD,MARYLAND
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,2,MO,MISSOURI
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,4,MS,MISSISSIPPI
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,4,NC,NORTH CAROLINA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,5,OK,OKLAHOMA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,3,TN,TENNESSEE
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,1,TX,TEXAS
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,4,VA,VIRGINIA
2008,1890 Capacity Building Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,4,WV,WEST VIRGINIA
2008,1890 Capacity Building Grants Program,Private Non-profit,not-awarded,5,TX,TEXAS
2008,Agriculture Risk Protection Act,1862 Land-Grant University,awarded,1,MN,MINNESOTA
2008,Agriculture Risk Protection Act,1862 Land-Grant University,awarded,1,NE,NEBRASKA
2008,Agriculture Risk Protection Act,1862 Land-Grant University,awarded,1,TX,TEXAS
2008,Agriculture Risk Protection Act,1862 Land-Grant University,awarded,1,WA,WASHINGTON
2008,Agriculture Risk Protection Act,Private University or College,awarded,1,DE,DELAWARE
2008,Alaska Native and Native Hawaiian-Serving Inst.,1862 Land-Grant University,awarded,1,AK,ALASKA
2008,Alaska Native and Native Hawaiian-Serving Inst.,1862 Land-Grant University,not-awarded,1,HI,HAWAII
2008,Alaska Native and Native Hawaiian-Serving Inst.,Other,awarded,3,AK,ALASKA
2008,Alaska Native and Native Hawaiian-Serving Inst.,Other,awarded,1,HI,HAWAII
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,awarded,1,CA,CALIFORNIA
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,awarded,1,CT,CONNECTICUT
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,awarded,1,GA,GEORGIA
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,awarded,1,HI,HAWAII
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,awarded,2,IA,IOWA
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,awarded,1,MN,MINNESOTA
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,awarded,1,NJ,NEW JERSEY
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,awarded,2,NY,NEW YORK
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,awarded,2,OR,OREGON
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,awarded,1,TN,TENNESSEE
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,awarded,1,WA,WASHINGTON
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,1,AR,ARKANSAS
